timestamp,episode,global_step,episode_steps,episode_reward,epsilon,avg_loss,replay_size,x_pos,score,coins,x_reward,score_reward,coin_reward,death_penalty,finish_bonus,dead,finished,model_path
2026-06-14T22:22:46,1,661,661,6668.1,0.993721,0.0,661,2743.0,2500,21,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:22:49,2,1062,401,3973.7,0.989911,0.0,1062,1566.0,2000,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:22:51,3,1389,327,3593.6,0.986804,0.0,1389,1571.0,1300,10,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:22:54,4,1700,311,3647.0,0.98385,0.0,1700,1568.0,1100,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:22:57,5,1985,285,3484.2,0.981143,0.0,1985,1568.0,1200,10,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:22:58,6,2070,85,1148.2,0.980335,10.3881,2070,589.0,200,1,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:07,7,3283,1213,6726.2,0.968812,8.091287,3283,1556.0,19200,9,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:10,8,3534,251,2288.7,0.966427,4.564773,3534,826.0,1000,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:16,9,4431,897,5526.2,0.957905,5.860511,4431,1545.0,16900,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:17,10,4503,72,1067.6,0.957221,5.876757,4503,552.0,100,1,10.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_222241\models\q_network_episode_00010.weights.h5
2026-06-14T22:23:18,11,4518,15,312.1,0.957079,5.289133,4518,169.0,100,1,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:19,12,4604,86,1181.9,0.956262,5.653318,4604,556.0,100,1,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:20,13,4632,28,269.8,0.955996,4.829296,4632,115.0,0,0,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T22:23:22,14,4831,199,3139.7,0.954106,5.57239,4831,1565.0,1100,9,0.0,0.0,0.0,-25.0,0.0,True,False,
